"","simu","n","p","omega_structure","distribution","zi_type","zi_config","method","criterion","B_rmse","omega_rmse","omega_rmse_diag","omega_rmse_offdiag","omega_rmse_empty","omega_rmse_empty_offdiag","omega_rmse_debiased","pcor_rmse","pcor_rmse_offdiag","pcor_rmse_empty","pcor_rmse_empty_offdiag","sigma_rmse","sigma_rmse_offdiag","sigma_rmse_empty","sigma_rmse_empty_offdiag","cor_rmse","cor_rmse_offdiag","cor_rmse_empty","cor_rmse_empty_offdiag","AUC","AUC.alt","Sigma_AUC","fit_rmse","fallout","recall","precision","f1_score","time"
"288","6","50","25","erdos_renyi","ZIP","species","species_4","gllvm",NA,"2.8471","0.1478","0.6987","0.0493","0.0483","0.0493",NA,"0.0712","0.0726","0.0666","0.068","18.3935","8.6339","0.1763","0.18","0.6968","0.7111","0.0773","0.0789","0.559823",NA,"0.6766765","158.0759","0.01","0","0","0","3.24457406997681"
"289","7","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.8","2.6054","0.1521","0.693","0.0639","0.0625","0.0638","0.1506","0.0834","0.0851","0.074","0.0755","3.9495","1.6766","0.1767","0.1804","0.1058","0.1079","0.0921","0.094","0.683179","0.5479155","0.514482","0.393343096396701","0.115","0.231","0.083","0.122","2.6085889339447"
"290","7","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.9","2.6054","0.1523","0.6945","0.0638","0.0625","0.0638","0.1513","0.08","0.0817","0.074","0.0755","3.8542","1.4269","0.1767","0.1804","0.1","0.102","0.0921","0.094","0.683179","0.5479155","0.514482","0.393940070531105","0.059","0.154","0.105","0.125","2.6085889339447"
"291","7","50","25","erdos_renyi","ZIP","species","species_4","PLN","BIC","2.6046","0.1525","0.6955","0.0638","0.0625","0.0638","0.1524","0.0745","0.076","0.074","0.0755","3.6214","0.473","0.1767","0.1804","0.0925","0.0944","0.0921","0.094","0.683179","0.5479155","0.514482","0.388824695878832","0.003","0","0","0","0.253304958343506"
"292","7","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.8","2.1014","0.083","0.2849","0.0615","0.0625","0.0638","0.0966","0.0724","0.0739","0.074","0.0755","0.203","0.1741","0.1767","0.1804","0.0885","0.0903","0.0921","0.094","0.646941","0.6451855","0.565293","0.647727529461436","0.091","0.231","0.103","0.143","7.42137598991394"
"293","7","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.9","2.0997","0.0829","0.2908","0.0603","0.0625","0.0638","0.0876","0.07","0.0715","0.074","0.0755","0.203","0.1741","0.1767","0.1804","0.0876","0.0894","0.0921","0.094","0.646941","0.6451855","0.565293","0.660195091907116","0.031","0.154","0.182","0.167","7.42137598991394"
"294","7","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","BIC","2.0974","0.0857","0.2936","0.0638","0.0625","0.0638","0.0857","0.074","0.0755","0.074","0.0755","0.2083","0.1804","0.1767","0.1804","0.0921","0.094","0.0921","0.094","0.646941","0.6451855","0.565293","0.668040541358575","0","0",NA,"0","0.486168146133423"
"295","7","50","25","erdos_renyi","ZIP","species","species_4","hmsc",NA,"1.9388","0.082","0.1661","0.0765","0.0625","0.0638",NA,"0.0815","0.0832","0.074","0.0755","0.2866","0.2635","0.1767","0.1804","0.2132","0.2176","0.0921","0.094","0.477035",NA,"0.3925","179.4848","0.164","0.077","0.021","0.033","34.8709189891815"
"296","7","50","25","erdos_renyi","ZIP","species","species_4","gllvm",NA,"1.1288","0.1615","0.7447","0.0636","0.0625","0.0638",NA,"0.0848","0.0866","0.074","0.0755","8.6563","5.7434","0.1767","0.1804","0.6929","0.7071","0.0921","0.094","0.460171",NA,"0.502252","186.0448","0.021","0.077","0.143","0.1","2.12503814697266"
"297","8","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.8","2.6526","0.1275","0.5799","0.0541","0.053","0.0541","0.1261","0.0769","0.0785","0.0716","0.0731","2.7662","0.8089","0.1943","0.1983","0.0989","0.1009","0.0906","0.0925","0.5017935","0.577274","0.6072235","0.427341141502281","0.094","0","0","0","5.50025105476379"
"298","8","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.9","2.6525","0.1277","0.581","0.0541","0.053","0.0541","0.1271","0.0739","0.0754","0.0716","0.0731","2.7072","0.5643","0.1943","0.1983","0.0944","0.0964","0.0906","0.0925","0.5017935","0.577274","0.6072235","0.429356457157667","0.038","0","0","0","5.50025105476379"
"299","8","50","25","erdos_renyi","ZIP","species","species_4","PLN","BIC","2.6512","0.1278","0.5814","0.0541","0.053","0.0541","0.1278","0.0716","0.0731","0.0716","0.0731","2.6563","0.1983","0.1943","0.1983","0.0906","0.0925","0.0906","0.0925","0.5017935","0.577274","0.6072235","0.432944582574086","0","0",NA,"0","0.774142980575562"
"300","8","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.8","2.8481","0.2179","1.0518","0.0579","0.053","0.0541","0.2246","0.0771","0.0787","0.0716","0.0731","0.2459","0.2038","0.1943","0.1983","0.0953","0.0972","0.0906","0.0925","0.469937","0.48013","0.523946","0.657086471708318","0.084","0","0","0","8.37121391296387"
"301","8","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.9","2.8264","0.2187","1.0607","0.0542","0.053","0.0541","0.2204","0.072","0.0735","0.0716","0.0731","0.2419","0.1984","0.1943","0.1983","0.0907","0.0926","0.0906","0.0925","0.469937","0.48013","0.523946","0.681189417048264","0.024","0","0","0","8.37121391296387"
"302","8","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","BIC","2.8254","0.2194","1.0644","0.0541","0.053","0.0541","0.2192","0.0716","0.0731","0.0716","0.0731","0.2418","0.1983","0.1943","0.1983","0.0906","0.0925","0.0906","0.0925","0.469937","0.48013","0.523946","0.681946420464894","0","0",NA,"0","0.66691780090332"
"303","8","50","25","erdos_renyi","ZIP","species","species_4","hmsc",NA,"2.3004","0.0535","0.0354","0.0541","0.053","0.0541",NA,"0.0716","0.0731","0.0716","0.0731","0.2935","0.254","0.1943","0.1983","0.183","0.1868","0.0906","0.0925","0.4581695",NA,"0.4073","185.1216","0.003","0","0","0","56.0706009864807"
"304","8","50","25","erdos_renyi","ZIP","species","species_4","gllvm",NA,"11.9182","0.1566","0.7368","0.0541","0.053","0.0541",NA,"0.0716","0.0731","0.0716","0.0731","67.5613","21.0427","0.1943","0.1983","0.7243","0.7392","0.0906","0.0925","0.4502785",NA,"0.557452","201.1681","0.003","0","0","0","2.85164904594421"
"305","9","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.8","2.5827","0.1161","0.5543","0.0352","0.0345","0.0352","0.1149","0.0575","0.0587","0.0508","0.0518","2.9117","0.7077","0.097","0.099","0.0617","0.063","0.054","0.0551","0.5317015","0.4926365","0.55165","0.354607079522418","0.093","0.111","0.036","0.054","3.74869704246521"
"306","9","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.9","2.5827","0.1162","0.5548","0.0352","0.0345","0.0352","0.1154","0.0554","0.0565","0.0508","0.0518","2.8835","0.5748","0.097","0.099","0.0588","0.06","0.054","0.0551","0.5317015","0.4926365","0.55165","0.359256254351285","0.058","0","0","0","3.74869704246521"
"307","9","50","25","erdos_renyi","ZIP","species","species_4","PLN","BIC","2.5825","0.1163","0.5556","0.0352","0.0345","0.0352","0.1163","0.0508","0.0518","0.0508","0.0518","2.8296","0.099","0.097","0.099","0.054","0.0551","0.054","0.0551","0.5317015","0.4926365","0.55165","0.358236930817175","0","0",NA,"0","0.440059185028076"
"308","9","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.8","2.2099","0.1201","0.5791","0.0324","0.0345","0.0352","0.1237","0.0465","0.0475","0.0508","0.0518","0.1391","0.0906","0.097","0.099","0.0502","0.0512","0.054","0.0551","0.599972","0.61528","0.598375","0.616097610217973","0.062","0.222","0.1","0.138","9.68009090423584"
"309","9","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.9","2.2143","0.1201","0.5792","0.0325","0.0345","0.0352","0.1207","0.0465","0.0474","0.0508","0.0518","0.1394","0.091","0.097","0.099","0.0499","0.0509","0.054","0.0551","0.599972","0.61528","0.598375","0.624071934966444","0.014","0.111","0.2","0.143","9.68009090423584"
"310","9","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","BIC","2.2237","0.1211","0.5805","0.0352","0.0345","0.0352","0.1211","0.0508","0.0518","0.0508","0.0518","0.1448","0.099","0.097","0.099","0.054","0.0551","0.054","0.0551","0.599972","0.61528","0.598375","0.630502550376464","0","0",NA,"0","0.75556492805481"
"311","9","50","25","erdos_renyi","ZIP","species","species_4","hmsc",NA,"2.1354","0.0454","0.1126","0.0403","0.0345","0.0352",NA,"0.0557","0.0569","0.0508","0.0518","0.2055","0.1684","0.097","0.099","0.1435","0.1464","0.054","0.0551","0.599876",NA,"0.4054","182.9072","0.045","0.111","0.071","0.087","52.8533029556274"
"312","9","50","25","erdos_renyi","ZIP","species","species_4","gllvm",NA,"4.205","0.1344","0.6497","0.0352","0.0345","0.0352",NA,"0.0641","0.0654","0.0508","0.0518","19.6709","12.7728","0.097","0.099","0.683","0.6971","0.054","0.0551","0.442895",NA,"0.4726","181.816","0.014","0","0","0","2.41339612007141"
"313","10","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.8","2.4206","0.1193","0.5484","0.0479","0.047","0.0479","0.1174","0.0749","0.0765","0.0674","0.0688","2.7679","1.0225","0.1339","0.1367","0.0825","0.0842","0.0709","0.0723","0.4105195","0.3574155","0.490273","0.394980861297204","0.116","0.067","0.029","0.041","3.65185809135437"
"314","10","50","25","erdos_renyi","ZIP","species","species_4","PLN","StARS_0.9","2.4202","0.1196","0.5498","0.0479","0.047","0.0479","0.1188","0.0713","0.0728","0.0674","0.0688","2.6964","0.8","0.1339","0.1367","0.0767","0.0783","0.0709","0.0723","0.4105195","0.3574155","0.490273","0.39819776607184","0.042","0","0","0","3.65185809135437"
"315","10","50","25","erdos_renyi","ZIP","species","species_4","PLN","BIC","2.4197","0.1196","0.5501","0.0479","0.047","0.0479","0.1194","0.0696","0.071","0.0674","0.0688","2.6459","0.6003","0.1339","0.1367","0.0738","0.0754","0.0709","0.0723","0.4105195","0.3574155","0.490273","0.396453125699612","0.007","0","0","0","0.30431604385376"
"316","10","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.8","2.527","0.0688","0.2536","0.0475","0.047","0.0479","0.0729","0.0664","0.0678","0.0674","0.0688","0.1593","0.1308","0.1339","0.1367","0.0701","0.0716","0.0709","0.0723","0.576758","0.5562905","0.461487","0.598655391302744","0.049","0.133","0.125","0.129","8.41082692146301"
"317","10","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","StARS_0.9","2.5341","0.0686","0.2556","0.0467","0.047","0.0479","0.0701","0.0645","0.0658","0.0674","0.0688","0.156","0.1272","0.1339","0.1367","0.0681","0.0695","0.0709","0.0723","0.576758","0.5562905","0.461487","0.602165671163997","0.025","0.133","0.222","0.167","8.41082692146301"
"318","10","50","25","erdos_renyi","ZIP","species","species_4","ZIPLN","BIC","2.5347","0.0697","0.2574","0.0479","0.047","0.0479","0.0697","0.0674","0.0688","0.0674","0.0688","0.1633","0.1367","0.1339","0.1367","0.0709","0.0723","0.0709","0.0723","0.576758","0.5562905","0.461487","0.607786291166123","0","0",NA,"0","0.700510025024414"
"319","10","50","25","erdos_renyi","ZIP","species","species_4","hmsc",NA,"2.4359","0.0471","0.0166","0.0479","0.047","0.0479",NA,"0.0674","0.0688","0.0674","0.0688","0.2234","0.178","0.1339","0.1367","0.1384","0.1412","0.0709","0.0723","0.5633555",NA,"0.4555","221.6093","0","0",NA,"0","52.9262928962708"
"320","10","50","25","erdos_renyi","ZIP","species","species_4","gllvm",NA,"1.8384","0.1011","0.4479","0.0479","0.047","0.0479",NA,"0.0674","0.0688","0.0674","0.0688","0.6819","0.6115","0.1339","0.1367","0.6799","0.6939","0.0709","0.0723","0.47839",NA,"0.3503935","222.0492","0","0",NA,"0","2.0011830329895"
