"","simu","n","p","omega_structure","distribution","zi_type","zi_config","method","criterion","B_rmse","omega_rmse","omega_rmse_diag","omega_rmse_offdiag","omega_rmse_empty","omega_rmse_empty_offdiag","omega_rmse_debiased","pcor_rmse","pcor_rmse_offdiag","pcor_rmse_empty","pcor_rmse_empty_offdiag","sigma_rmse","sigma_rmse_offdiag","sigma_rmse_empty","sigma_rmse_empty_offdiag","cor_rmse","cor_rmse_offdiag","cor_rmse_empty","cor_rmse_empty_offdiag","AUC","AUC.alt","Sigma_AUC","fit_rmse","fallout","recall","precision","f1_score","time"
"294","7","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","BIC","1.3271","1.0654","5.3229","0.0421","0.0413","0.0421","1.0657","0.0631","0.0644","0.0631","0.0644","0.2343","0.1359","0.1332","0.1359","0.0635","0.0648","0.0635","0.0648","0.469804","0.527097","0.395806","0.62999429085083","0","0",NA,"0","1.35870409011841"
"295","7","50","25","erdos_renyi","negative.binomial","species","species_4","hmsc",NA,"0.6529","0.0553","0.1522","0.0471","0.0413","0.0421",NA,"0.0662","0.0675","0.0631","0.0644","0.2869","0.2447","0.1332","0.1359","0.2162","0.2207","0.0635","0.0648","0.55417",NA,"0.4878","64.9857","0.109","0.429","0.086","0.143","47.9456160068512"
"296","7","50","25","erdos_renyi","negative.binomial","species","species_4","gllvm",NA,"1.9259","0.078","0.3295","0.0426","0.0413","0.0421",NA,"0.0696","0.071","0.0631","0.0644","0.6688","0.5816","0.1332","0.1359","0.2031","0.2073","0.0635","0.0648","0.4011825",NA,"0.33534","91.2729","0.065","0","0","0","1.43976092338562"
"297","8","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","StARS_0.8","2.267","0.1445","0.6209","0.0754","0.0738","0.0753","0.1421","0.0915","0.0934","0.0847","0.0864","1.3236","0.6344","0.2324","0.2372","0.1262","0.1288","0.1144","0.1168","0.5672435","0.608907","0.563061","0.47489812522667","0.088","0.188","0.107","0.136","14.532133102417"
"298","8","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","StARS_0.9","2.1903","0.1449","0.6235","0.0754","0.0738","0.0753","0.1438","0.0862","0.088","0.0847","0.0864","1.134","0.2952","0.2324","0.2372","0.1158","0.1182","0.1144","0.1168","0.5672435","0.608907","0.563061","0.482238044368063","0.053","0.062","0.062","0.062","14.532133102417"
"299","8","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","BIC","2.1897","0.1451","0.6244","0.0753","0.0738","0.0753","0.1451","0.0847","0.0864","0.0847","0.0864","1.1209","0.2372","0.2324","0.2372","0.1144","0.1168","0.1144","0.1168","0.5672435","0.608907","0.563061","0.482695543334077","0","0",NA,"0","0.904470920562744"
"300","8","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","StARS_0.8","1.6851","0.2258","1.0579","0.0805","0.0738","0.0753","0.237","0.0909","0.0928","0.0847","0.0864","0.2773","0.242","0.2324","0.2372","0.1192","0.1216","0.1144","0.1168","0.5179745","0.552107","0.5214035","0.67486743718129","0.113","0.062","0.03","0.041","9.81490087509155"
"301","8","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","StARS_0.9","1.6936","0.2201","1.0357","0.0759","0.0738","0.0753","0.2247","0.0857","0.0875","0.0847","0.0864","0.2728","0.2381","0.2324","0.2372","0.1152","0.1175","0.1144","0.1168","0.5179745","0.552107","0.5214035","0.693957568344553","0.035","0","0","0","9.81490087509155"
"302","8","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","BIC","1.7092","0.2148","1.0088","0.0753","0.0738","0.0753","0.2149","0.0847","0.0864","0.0847","0.0864","0.2711","0.2372","0.2324","0.2372","0.1144","0.1168","0.1144","0.1168","0.5179745","0.552107","0.5214035","0.70144776485762","0","0",NA,"0","0.921999931335449"
"303","8","50","25","erdos_renyi","negative.binomial","species","species_4","hmsc",NA,"0.724","0.0944","0.1929","0.088","0.0738","0.0753",NA,"0.0921","0.094","0.0847","0.0864","0.3624","0.3379","0.2324","0.2372","0.2689","0.2744","0.1144","0.1168","0.3789875",NA,"0.3176","42.9789","0.232","0.062","0.015","0.024","47.992908000946"
"304","8","50","25","erdos_renyi","negative.binomial","species","species_4","gllvm",NA,"1.4607","0.1264","0.5113","0.0759","0.0738","0.0753",NA,"0.0921","0.094","0.0847","0.0864","0.7305","0.666","0.2324","0.2372","0.2119","0.2163","0.1144","0.1168","0.617365",NA,"0.459584","62","0.092","0.25","0.133","0.174","1.13677501678467"
"305","9","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","StARS_0.8","2.6474","0.1496","0.648","0.0762","0.0748","0.0763","0.1476","0.0817","0.0833","0.0813","0.0829","1.1371","0.2577","0.2109","0.2153","0.1178","0.1203","0.1171","0.1195","0.497825","0.556375","0.551388","0.486023193380203","0.057","0.05","0.059","0.054","15.2082600593567"
"306","9","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","StARS_0.9","2.648","0.1498","0.649","0.0763","0.0748","0.0763","0.1495","0.0814","0.0831","0.0813","0.0829","1.1333","0.2222","0.2109","0.2153","0.1174","0.1198","0.1171","0.1195","0.497825","0.556375","0.551388","0.486701103040866","0.021","0","0","0","15.2082600593567"
"307","9","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","BIC","2.6478","0.1498","0.6491","0.0763","0.0748","0.0763","0.1498","0.0813","0.0829","0.0813","0.0829","1.1321","0.2153","0.2109","0.2153","0.1171","0.1195","0.1171","0.1195","0.497825","0.556375","0.551388","0.486946029692822","0","0",NA,"0","0.909232139587402"
"308","9","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","StARS_0.8","1.0708","0.1725","0.7563","0.0847","0.0748","0.0763","0.1801","0.0923","0.0942","0.0813","0.0829","0.2519","0.2169","0.2109","0.2153","0.1201","0.1226","0.1171","0.1195","0.521675","0.467125","0.605351","0.639330958485985","0.118","0.2","0.108","0.14","12.0113098621368"
"309","9","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","StARS_0.9","1.0737","0.1702","0.7558","0.0798","0.0748","0.0763","0.1731","0.0876","0.0894","0.0813","0.0829","0.2482","0.2125","0.2109","0.2153","0.1162","0.1186","0.1171","0.1195","0.521675","0.467125","0.605351","0.652784136810848","0.032","0.05","0.1","0.067","12.0113098621368"
"310","9","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","BIC","1.0764","0.1686","0.7547","0.0768","0.0748","0.0763","0.169","0.0827","0.0844","0.0813","0.0829","0.2471","0.2115","0.2109","0.2153","0.1154","0.1178","0.1171","0.1195","0.521675","0.467125","0.605351","0.661057776501975","0.007","0","0","0","0.953042984008789"
"311","9","50","25","erdos_renyi","negative.binomial","species","species_4","hmsc",NA,"0.5114","0.0866","0.1958","0.0788","0.0748","0.0763",NA,"0.0848","0.0865","0.0813","0.0829","0.3279","0.3135","0.2109","0.2153","0.2624","0.2679","0.1171","0.1195","0.5421",NA,"0.429","32.4368","0.075","0.1","0.087","0.093","51.958151102066"
"312","9","50","25","erdos_renyi","negative.binomial","species","species_4","gllvm",NA,"1.3851","0.1322","0.5381","0.0783","0.0748","0.0763",NA,"0.0918","0.0937","0.0813","0.0829","0.5928","0.5123","0.2109","0.2153","0.2114","0.2158","0.1171","0.1195","0.430925",NA,"0.4231985","38.8554","0.168","0.2","0.078","0.113","1.03234195709229"
"313","10","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","StARS_0.8","2.7832","0.1059","0.466","0.0513","0.0503","0.0514","0.1032","0.0731","0.0746","0.0719","0.0734","1.1782","0.2131","0.1559","0.1591","0.0788","0.0804","0.0778","0.0794","0.4464145","0.4015865","0.4769755","0.443308495406948","0.059","0.154","0.105","0.125","12.9963829517365"
"314","10","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","StARS_0.9","2.7859","0.1061","0.4669","0.0514","0.0503","0.0514","0.1054","0.0722","0.0737","0.0719","0.0734","1.1725","0.1699","0.1559","0.1591","0.078","0.0796","0.0778","0.0794","0.4464145","0.4015865","0.4769755","0.445822074885327","0.024","0","0","0","12.9963829517365"
"315","10","50","25","erdos_renyi","negative.binomial","species","species_4","PLN","BIC","2.7864","0.1063","0.4679","0.0514","0.0503","0.0514","0.1063","0.0719","0.0734","0.0719","0.0734","1.1832","0.1591","0.1559","0.1591","0.0778","0.0794","0.0778","0.0794","0.4464145","0.4015865","0.4769755","0.445398739335411","0","0",NA,"0","0.869379997253418"
"316","10","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","StARS_0.8","1.1737","6.8905","34.4517","0.0494","0.0503","0.0514","6.9236","0.0682","0.0696","0.0719","0.0734","0.2311","0.1676","0.1559","0.1591","0.0817","0.0834","0.0778","0.0794","0.600522","0.5964165","0.54842","0.594911396880118","0.115","0.385","0.132","0.196","13.8084959983826"
"317","10","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","StARS_0.9","1.1692","5.9842","29.9202","0.0475","0.0503","0.0514","6.0158","0.0668","0.0682","0.0719","0.0734","0.222","0.1548","0.1559","0.1591","0.073","0.0746","0.0778","0.0794","0.600522","0.5964165","0.54842","0.609285241545173","0.056","0.308","0.2","0.242","13.8084959983826"
"318","10","50","25","erdos_renyi","negative.binomial","species","species_4","ZIPLN","BIC","1.1629","3.1873","15.9346","0.0514","0.0503","0.0514","3.2154","0.0719","0.0734","0.0719","0.0734","0.2224","0.1591","0.1559","0.1591","0.0778","0.0794","0.0778","0.0794","0.600522","0.5964165","0.54842","0.627896193261212","0","0",NA,"0","1.29743981361389"
"319","10","50","25","erdos_renyi","negative.binomial","species","species_4","hmsc",NA,"0.7454","0.1473","0.5989","0.0874","0.0503","0.0514",NA,"0.0795","0.0811","0.0719","0.0734","0.3125","0.2782","0.1559","0.1591","0.2446","0.2496","0.0778","0.0794","0.438771",NA,"0.5387","25.0974","0.265","0.231","0.038","0.065","50.5509788990021"
"320","10","50","25","erdos_renyi","negative.binomial","species","species_4","gllvm",NA,"1.7254","0.0908","0.3784","0.0512","0.0503","0.0514",NA,"0.0754","0.077","0.0719","0.0734","0.6792","0.5949","0.1559","0.1591","0.2027","0.2069","0.0778","0.0794","0.496885",NA,"0.519527","56.6405","0.08","0.077","0.042","0.054","1.01025390625"
